PrescriptionIndex,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
1,Indonesia,,2021-01-05,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-06,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-07,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-08,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-09,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-10,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-11,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-12,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-13,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-14,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-15,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-16,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-17,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-18,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-19,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-20,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-21,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-22,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-23,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-24,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-25,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-26,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-27,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-28,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-29,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-30,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-01-31,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-01,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-02,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-03,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-04,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-05,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-06,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-07,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-08,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-09,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-10,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-11,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-12,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-13,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-14,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-15,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-16,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-17,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-18,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-19,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-20,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-21,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-22,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-23,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-24,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-25,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-26,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-27,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-02-28,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-01,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-02,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-03,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-04,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-05,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-06,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-07,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-08,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-09,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-10,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-11,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-12,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-13,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-14,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-15,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-16,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-17,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-18,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-19,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-20,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-21,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-22,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-23,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-24,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-25,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-26,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-27,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-28,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-29,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-30,1,1,1,2,0,1,0,2,0,0,1,2
1,Indonesia,,2021-03-31,1,1,1,2,0,1,0,2,0,0,1,2
1,India,,2021-01-01,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-02,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-03,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-04,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-05,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-06,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-07,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-08,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-09,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-10,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-11,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-12,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-13,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-14,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-15,1,1,0,0,1,0,1,2,1,0,0,0
1,India,,2021-01-16,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-17,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-18,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-19,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-20,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-21,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-22,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-23,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-24,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-25,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-26,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-27,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-28,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-29,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-30,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-01-31,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-01,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-02,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-03,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-04,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-05,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-06,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-07,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-08,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-09,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-10,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-11,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-12,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-13,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-14,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-15,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-16,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-17,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-18,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-19,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-20,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-21,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-22,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-23,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-24,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-25,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-26,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-27,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-02-28,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-01,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-02,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-03,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-04,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-05,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-06,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-07,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-08,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-09,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-10,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-11,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-12,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-13,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-14,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-15,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-16,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-17,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-18,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-19,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-20,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-21,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-22,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-23,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-24,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-25,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-26,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-27,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-28,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-29,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-30,2,1,0,0,1,0,1,2,1,0,0,1
1,India,,2021-03-31,2,1,0,0,1,0,1,2,1,0,0,1
1,Ireland,,2021-01-01,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-02,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-03,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-04,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-05,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-06,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-07,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-08,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-09,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-10,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-11,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-12,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-13,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-14,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-15,0,0,0,2,2,0,1,2,2,2,2,0
1,Ireland,,2021-01-16,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-17,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-18,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-19,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-20,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-21,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-22,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-23,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-24,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-25,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-26,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-27,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-28,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-29,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-30,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-01-31,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-01,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-02,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-03,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-04,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-05,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-06,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-07,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-08,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-09,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-10,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-11,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-12,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-13,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-14,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-15,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-16,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-17,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-18,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-19,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-20,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-21,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-22,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-23,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-24,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-25,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-26,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-27,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-02-28,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-01,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-02,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-03,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-04,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-05,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-06,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-07,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-08,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-09,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-10,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-11,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-12,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-13,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-14,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-15,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-16,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-17,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-18,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-19,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-20,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-21,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-22,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-23,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-24,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-25,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-26,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-27,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-28,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-29,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-30,0,0,0,2,1,0,1,2,1,2,1,0
1,Ireland,,2021-03-31,0,0,0,2,1,0,1,2,1,2,1,0
1,Iran,,2021-01-01,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-02,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-03,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-04,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-05,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-06,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-07,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-08,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-09,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-10,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-11,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-12,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-13,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-14,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-15,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-16,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-17,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-18,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-19,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-20,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-21,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-22,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-23,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-24,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-25,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-26,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-27,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-28,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-29,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-30,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-01-31,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-01,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-02,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-03,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-04,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-05,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-06,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-07,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-08,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-09,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-10,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-11,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-12,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-13,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-14,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-15,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-16,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-17,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-18,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-19,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-20,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-21,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-22,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-23,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-24,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-25,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-26,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-27,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-02-28,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-01,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-02,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-03,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-04,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-05,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-06,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-07,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-08,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-09,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-10,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-11,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-12,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-13,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-14,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-15,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-16,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-17,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-18,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-19,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-20,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-21,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-22,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-23,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-24,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-25,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-26,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-27,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-28,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-29,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-30,0,0,1,3,0,0,0,0,0,3,2,2
1,Iran,,2021-03-31,0,0,1,3,0,0,0,0,0,3,2,2
1,Iraq,,2021-01-01,1,1,0,1,1,0,1,2,0,1,1,2
1,Iraq,,2021-01-02,1,1,0,1,1,0,1,2,0,1,1,2
1,Iraq,,2021-01-03,1,1,0,1,1,0,1,2,0,1,1,2
1,Iraq,,2021-01-04,1,1,0,1,1,0,1,2,0,1,1,2
1,Iraq,,2021-01-05,1,1,0,1,1,0,1,2,0,1,1,2
1,Iraq,,2021-01-06,1,1,0,1,1,0,1,2,0,1,1,2
